日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),股息率市值加权
2014-12-30,5275.085,,5451735489477.201,4346019564810,0.0081
2014-12-29,5367.637,,5545591955569.102,4424905983361,0.008
2014-12-26,5422.751,,5595412708439.8,4452234060790,0.0079
2014-12-25,5364.563,,5536970848823.399,4404437798500,0.008
2014-12-24,5262.365,,5429901049535.704,4320303079285,0.0081
2014-12-23,5193.722,,5358641760377.4,4264295399478,0.0082
2014-12-22,5305.209,,5467855460709.205,4347018038519,0.0081
2014-12-19,5524.122,,5695930086915.6,4510727111681,0.0078
2014-12-18,5558.045,,5724917834674.901,4532597817580,0.0077
2014-12-17,5557.286,,5720292362995.699,4528009459265,0.0077
2014-12-16,5606.693,,5763050233048.503,4560648657203,0.0077
2014-12-15,5583.597,,5736660255647.398,4542638598392,0.0077
2014-12-12,5493.2,,5426823591708.101,4327665390453,0.0078
2014-12-11,5454.443,,5385301448122.502,4297709803108,0.0079
2014-12-10,5374.097,,5300071619539.101,4228880525951,0.008
2014-12-09,5195.406,,5121937354445.801,4083763786207,0.0083
2014-12-08,5412.674,,5334240948083.598,4252749916403,0.0079
2014-12-05,5333.892,,5254566936313.301,4186121837677,0.008
2014-12-04,5451.962,,5370276645366.8,4274430301118,0.0079
2014-12-03,5339.005,,5262297193805.603,4187247373767,0.008
2014-12-02,5277.657,,5198702018405.704,4137259616242,0.0081
2014-12-01,5208.139,,5129677758350.4,4083021703209,0.0082
2014-11-28,5245.267,,5165056880658.004,4107083854387,0.0082
2014-11-27,5251.389,,5174439714006.699,4105351353537,0.0082
2014-11-26,5214.21,,5138307171199.499,4076191896848,0.0083
2014-11-25,5189.001,,5116872538429.4,4059571780130,0.0083
2014-11-24,5112.119,,5040419725139.602,3996657386267,0.0085
2014-11-21,5029.773,,4963281190044.997,3928536829063,0.0086
2014-11-20,4974.626,,4908609570040.7,3890972739705,0.0087
2014-11-19,4985.101,,4918916274245.198,3898469834206,0.0087
2014-11-18,4967.651,,4902187726151.503,3887005943596,0.0087
2014-11-17,4958.466,,4895384851962.503,3881780814193,0.0087
2014-11-14,4909.609,,4844878642512.702,3842546365269,0.0088
2014-11-13,4921.671,,4855788969046.297,3851818749041,0.0088
2014-11-12,4965.384,,4901418061873.198,3886345364329,0.0087
2014-11-11,4881.48,,4819966456787.5,3820503183511,0.0089
2014-11-10,5031.001,,4972020817944.698,3938805174596,0.0086
2014-11-07,4977.255,,4916772761758.901,3886966589559,0.0087
2014-11-06,5024.848,,4960162247812.499,3922791148038,0.0086
2014-11-05,4995.443,,4925138516694.105,3899345261769,0.0087
2014-11-04,5003.47,,4930972887364.9,3904487856852,0.0087
2014-11-03,5028.698,,4951717816956.401,3922282653332,0.0086
2014-10-31,4986.416,,4905982057533.801,3885558639804,0.0087
2014-10-30,4992.63,,4912641384325.497,3889062258763,0.0087
2014-10-29,4991.755,,4911442824861.503,3887074552654,0.0087
2014-10-28,4924.955,,4845253566048.999,3831753318377,0.0088
2014-10-27,4809.518,,4730337247357.602,3741196067375,0.009
2014-10-24,4774.666,,4697462291453.001,3713480062039,0.0091
2014-10-23,4755.231,,4679493025921.098,3700123101015,0.0091
2014-10-22,4825.609,,4745683158604.701,3754011056611,0.009
2014-10-21,4884.024,,4805907960562.698,3800226789162,0.0089
2014-10-20,4929.16,,4850594089522.301,3837887105763,0.0088
2014-10-17,4860.732,,4782402919948.399,3784263783446,0.0089
2014-10-16,4906.244,,4824335867029.199,3820466589847,0.0089
2014-10-15,4987.707,,4903745347071.901,3884035125763,0.0088
2014-10-14,4966.083,,4883398328422.697,3858771340783,0.0088
2014-10-13,4982.681,,4899214682640.401,3872192502226,0.0088
2014-10-10,4981.853,,4896246168559.6,3869992454213,0.0088
2014-10-09,5004.001,,4921135973898.299,3884413194877,0.0088
2014-10-08,4993.531,,4909585998026.701,3873053112605,0.0088
2014-09-30,4916.119,,4837548715228.799,3811206782228,0.0089
2014-09-29,4877.435,,4797225619657.901,3780412215806,0.009
2014-09-26,4829.935,,4745349376046,3740385018859,0.0091
2014-09-25,4814.735,,4730999876792.403,3725433144120,0.0091
2014-09-24,4815.71,,4732319154240.502,3726474468181,0.0091
2014-09-23,4754.472,,4668325810070.499,3679168321314,0.0092
2014-09-22,4694.229,,4609805826938.798,3629794267912,0.0094
2014-09-19,4758.727,,4658203674335.398,3679642056456,0.0093
2014-09-18,4719.009,,4619292311160.903,3649635890773,0.0093
2014-09-17,4686.047,,4587236608032.099,3625849379931,0.0094
2014-09-16,4645.546,,4549511341319.398,3594953617974,0.0095
2014-09-15,4807.555,,4709156073579.002,3720757273703,0.0092
2014-09-12,4756.949,,4658749364601.896,3682163455840,0.0093
2014-09-11,4704.942,,4589848184822.399,3640715168207,0.0094
2014-09-10,4709.909,,4593771794768.8,3645366506057,0.0094
2014-09-09,4701.699,,4583901769851.7,3637932299215,0.0094
2014-09-05,4666.474,,4552634592198.102,3610822104708,0.0095
2014-09-04,4647.886,,4534085393114.7,3597435959021,0.0095
2014-09-03,4608.557,,4494738633025.401,3566623011879,0.0096
2014-09-02,4576.12,,4462543809567.9,3542260618890,0.0097
2014-09-01,4507.442,,4394368834135.998,3487718290321,0.0098
2014-08-29,4427.879,,4316338366764.799,3423983693360,0.01
2014-08-28,4381.494,,4272270414662.499,3388434040421,0.0101
2014-08-27,4421.212,,4312907333735.197,3420535851311,0.01
2014-08-26,4407.588,,4296499368073.5977,3406636008048,0.01
2014-08-25,4487.142,,4374354423741.399,3469437933543,0.0098
2014-08-22,4521.752,,4406488487470.199,3494589131071,0.0098
2014-08-21,4495.44,,4374469543875.802,3472914532544,0.0098
2014-08-20,4497.399,,4369498588215,3474825832636,0.0098
2014-08-19,4496.938,,4361523540078.898,3473040948005,0.0098
2014-08-18,4483.544,,4348077887572.399,3461040211548,0.0099
2014-08-15,4423.636,,4289696133505.101,3409470199681,0.01
2014-08-14,4373.504,,4241072895947.698,3372085143609,0.0101
2014-08-13,4401.809,,4270563860069.001,3394681225780,0.01
2014-08-12,4399.806,,4269453767133.198,3393748358222,0.01
2014-08-11,4377.018,,4247264396827.103,3373631462802,0.0101
2014-08-08,4311.697,,4186481225011.2,3325598228084,0.0102
2014-08-07,4286.09,,4160352940741.502,3305929625855,0.0103
2014-08-06,4328.601,,4201284121858.201,3340259342161,0.0102
2014-08-05,4300.12,,4174806386290.9976,3320270774906,0.0103
2014-08-04,4278.847,,4154891188906.8,3303236174038,0.0103
2014-08-01,4210.219,,4088838260422.494,3248072030057,0.0105
2014-07-31,4257.045,,4131385811895.801,3284629735134,0.0104
2014-07-30,4214.836,,4091918712830.399,3251592667637,0.0105
2014-07-29,4207.862,,4088548329233.798,3249019476494,0.0105
2014-07-28,4168.373,,4049510416334.099,3216004232126,0.0106
2014-07-25,4089.801,,3981012886902.099,3160684599701,0.0108
2014-07-24,4054.223,,3945861354192.201,3128613512779,0.0109
2014-07-23,4057.113,,3946067589362.002,3127024836552,0.0109
2014-07-22,4083.288,,3972338675432.503,3146078960480,0.0108
2014-07-21,4030.242,,3920093008816.603,3098345930784,0.0109
2014-07-18,4042.521,,3933967935682.401,3106601844101,0.011
2014-07-17,4031.44,,3921149579362.202,3090622618742,0.0111
2014-07-16,4062.119,,3949395703376.999,3113813026852,0.011
2014-07-15,4093.113,,3979010130943.202,3128464245717,0.0109
2014-07-14,4090.802,,3976842808272.1016,3124981635138,0.0109
2014-07-11,4029.751,,3916674048974.698,3077991165930,0.0111
2014-07-10,3982.198,,3872983547447.101,3041408886750,0.0112
2014-07-09,3982.404,,3871700826925.5015,3039089239615,0.0113
2014-07-08,4039.707,,3925764897322.101,3081525562303,0.0111
2014-07-07,4014.488,,3902638012911.501,3062925856861,0.0112
2014-07-04,4004.561,,3894625005845.1016,3054100375293,0.0112
2014-07-03,4019.647,,3908267155914.701,3063049244036,0.0112
2014-07-02,3979.31,,3871395633870.9,3033940380738,0.0113
2014-07-01,3951.726,,3844821314673.2983,3011760401128,0.0114
2014-06-30,3924.903,,3816303825528.099,2990791539903,0.0115
2014-06-27,3889.323,,3781753114217.499,2960232833367,0.0116
2014-06-26,3861.95,,3756116697079.701,2939714067118,0.0117
2014-06-25,3814.03,,3709975763494.2,2904028333875,0.0119
2014-06-24,3839.203,,3732766675462.202,2922096050246,0.0118
2014-06-23,3815.879,,3709984964147.7,2901091011840,0.0119
2014-06-20,3789.342,,3682203542794.2,2878434468414,0.012
2014-06-19,3755.694,,3647931442215.4,2853585471291,0.0121
2014-06-18,3858.099,,3747354106089.598,2930558819777,0.0119
2014-06-17,3879.344,,3768331263702.302,2948029869055,0.0118
2014-06-16,3914.981,,3806027094255.698,2976983888183,0.0118
2014-06-13,3891.557,,3765499926000.3,3009642322924,0.011
2014-06-12,3850.113,,3723076284113.401,2976987257626,0.0112
2014-06-11,3858.051,,3732622368392.401,2983365642581,0.0111
2014-06-10,3840.019,,3713274323147.1978,2969173034825,0.0112
2014-06-09,3797.429,,3671364446629.3,2935613188613,0.0113
2014-06-06,3818.333,,3691441070083.696,2951437695269,0.0112
2014-06-05,3832.055,,3702072429146.6025,2961454510807,0.0112
2014-06-04,3789.294,,3659236008530.601,2928401860222,0.0113
2014-06-03,3822.716,,3693302615654.2,2956744609763,0.0112
2014-05-30,3829.238,,3696970348716.402,2951536922193,0.0112
2014-05-29,3821.867,,3687860254414.299,2939639070811,0.0112
2014-05-28,3861.588,,3722908600813.0024,2968657417784,0.0111
2014-05-27,3818.322,,3684440264733.3,2936736496336,0.0112
2014-05-26,3827.487,,3694184474593.099,2945176967768,0.0113
2014-05-23,3786.563,,3654637281561.3,2914541123874,0.0114
2014-05-22,3746.14,,3617351429066.399,2883285597294,0.0115
2014-05-21,3747.334,,3620156063372.598,2885570247028,0.0115
2014-05-20,3715.71,,3589086591900.701,2856382979461,0.0116
2014-05-19,3705.364,,3579927554137.101,2849153066447,0.0116
2014-05-16,3726.656,,3599462751853.002,2865067495628,0.0116
2014-05-15,3732.337,,3604822012207.8,2869495332555,0.0115
2014-05-14,3803.803,,3670519944273.6,2923069329294,0.0113
2014-05-13,3806.89,,3673441972588.7,2927173027096,0.0113
2014-05-12,3812.758,,3681683277007.8,2933980083900,0.0113
2014-05-09,3716.022,,3585421776837.801,2853915026416,0.0116
2014-05-08,3754.011,,3619774695379.302,2879321471997,0.0115
2014-05-07,3749.965,,3614904974209.799,2874928039521,0.0115
2014-05-06,3817.98,,3680918689978.2,2925598515500,0.0113
2014-05-05,3798.288,,3661964438820.901,2909852726425,0.0113
2014-04-30,3766.17,,3630003532158.202,2886226889949,0.0115
2014-04-29,3738.926,,3600510114052.0015,2864150979330,0.0116
2014-04-28,3684.593,,3549159200407.1,2822938880136,0.0117
2014-04-25,3800.681,,3660737711744.201,2911345650146,0.0113
2014-04-24,3884.811,,3741020726126,2965523149848,0.0112
2014-04-23,3929.168,,3779590850062.499,2996625164673,0.0111
2014-04-22,3947.169,,3798598702682.7017,3011987743050,0.011
2014-04-21,3965.337,,3817178301993.698,3016265841771,0.0109
2014-04-18,4029.262,,3880107566467.4,3064992292221,0.0106
2014-04-17,4014.94,,3867466854161.003,3053227015211,0.0107
2014-04-16,4019.883,,3870058852534.296,3057026391787,0.0106
2014-04-15,4021.906,,3871498449334.402,3058051733328,0.0106
2014-04-14,4051.33,,3900094231095.098,3081297408863,0.0104
2014-04-11,4021.194,,3873082831493.3,3055481145404,0.0105
2014-04-10,4038.84,,3888456378707.198,3066957305374,0.0104
2014-04-09,4018.547,,3868474961188.7017,3051567299074,0.0105
2014-04-08,3981.625,,3833324318994.502,3026390477194,0.0105
2014-04-04,3939.229,,3788163841477.1,2993183064320,0.0106
2014-04-03,3896.28,,3745748578685.403,2960878992862,0.0107
2014-04-02,3902.043,,3749317528896.2,2966723841782,0.0107
2014-04-01,3899.488,,3746932718856.2,2963414427713,0.0106
2014-03-31,3840.536,,3690685852947.8,2918761412335,0.0108
2014-03-28,3865.295,,3714729474862.602,2938405613576,0.0107
2014-03-27,3944.044,,3791002988417,2994738964317,0.0105
2014-03-26,4001.502,,3844561700336.2,3035531529107,0.0103
2014-03-25,3991.144,,3834458376339.002,3029205412972,0.0104
2014-03-24,3985.861,,3827455390140.302,3022232959534,0.0104
2014-03-21,3952.392,,3798118304548.002,2996490268426,0.0105
2014-03-20,3876.578,,3722098867966.602,2937962985208,0.0106
2014-03-19,3980.673,,3820312597624.601,3013745563317,0.0103
2014-03-18,3989.201,,3827242671497.8022,3020061929605,0.0103
2014-03-17,3967.15,,3805246863739.801,3003186077015,0.0102
2014-03-14,3888.975,,3731302337145.8,2945156049098,0.0103
2014-03-13,3907.146,,3748527007740.6,2960083440522,0.0102
2014-03-12,3865.662,,3705571636017.4,2928448225001,0.0104
2014-03-11,3864.26,,3704803065426.401,2927721391758,0.0103
2014-03-10,3860.244,,3701554771627.7,2923181619186,0.0104
2014-03-07,4012.447,,3850292874657.005,3036187732897,0.0099
2014-03-06,4032.756,,3867190945406.4985,3050148200464,0.0099
2014-03-05,4037.784,,3870696930395.5,3052673855810,0.0098
2014-03-04,4059.567,,3890285112309.2983,3069027014017,0.0098
2014-03-03,4058.799,,3893223646271.198,3068553158378,0.0097
2014-02-28,3975.929,,3814307579645.098,3000528559802,0.0099
2014-02-27,3934.727,,3775377350647.4,2969514385982,0.01
2014-02-26,3987.48,,3827442750398.901,3008316830761,0.0098
2014-02-25,3961.439,,3803161165853.3,2989075841099,0.0099
2014-02-24,4105.792,,3944112083019.901,3096898347919,0.0095
2014-02-21,4121.917,,3960453976042.397,3102838884348,0.0094
2014-02-20,4149.071,,3988082094034.698,3122795580286,0.0094
2014-02-19,4207.994,,4040865967534.6,3166907412538,0.0092
2014-02-18,4207.699,,4044485123960.101,3165546420483,0.0092
2014-02-17,4212.745,,4054303305841.602,3171618194182,0.0092
2014-02-14,4134.16,,3976877951614.599,3113530481644,0.0094
2014-02-13,4064.423,,3907464737408.797,3061414104787,0.0096
2014-02-12,4125.412,,3967931975163.001,3106864592535,0.0094
2014-02-11,4080.378,,3927125668191.903,3072872177250,0.0095
2014-02-10,4074.63,,3917103683419.898,3069005473561,0.0095
2014-02-07,3957.671,,3806801514708.397,2980982300175,0.0098
2014-01-30,3885.416,,3736527184093.304,2915874906221,0.01
2014-01-29,3908.45,,3758151173939.398,2929412931259,0.0099
2014-01-28,3873.81,,3724509143115.496,2903433190334,0.01
2014-01-27,3881.947,,3731450461242.9,2903058893596,0.01
2014-01-24,3882.668,,3735440217204.101,2905292146120,0.01
2014-01-23,3825.486,,3679710728531.501,2861139014852,0.01
2014-01-22,3799.042,,3652264461207.899,2841039511853,0.0101
2014-01-21,3700.108,,3557230068610.3984,2767804810150,0.0104
2014-01-20,3644.125,,3502269400576.299,2726886430296,0.0105
2014-01-17,3671.915,,3529691524356.702,2748715201392,0.0105
2014-01-16,3714.314,,3567469676694.401,2779443074489,0.0103
2014-01-15,3708.142,,3561924415502.497,2774435812331,0.0104
2014-01-14,3683.534,,3540011615245.9985,2758245060444,0.0104
2014-01-13,3612.02,,3471133928357.101,2704733277487,0.0106
2014-01-10,3628.634,,3485036124387.802,2718266853519,0.0106
2014-01-09,3696.023,,3543736361906.3003,2760647998411,0.0104
2014-01-08,3738.205,,3582314896074.898,2792323858863,0.0103
2014-01-07,3733.662,,3577090586996.799,2789276653996,0.0103
2014-01-06,3710.898,,3556016678107.9976,2772735999585,0.0104
2014-01-03,3816.316,,3654805636065.698,2851506647310,0.0101
2014-01-02,3847.879,,3682051116328.399,2875655992097,0.01
2013-12-31,3829.096,,3662817192866.402,2860494072950,0.0101
2013-12-30,3813.003,,3647747366203.701,2832280349514,0.0101
2013-12-27,3800.774,,3636740315815.099,2814167939832,0.0102
2013-12-26,3743.132,,3578575644029.6016,2772509578769,0.0103
2013-12-25,3808.453,,3642048416261.9,2821685904155,0.0101
2013-12-24,3768.703,,3602124587787.4,2791945804045,0.0102
2013-12-23,3742.738,,3576629202930.302,2772490500018,0.0103
2013-12-20,3747.002,,3580160015200.201,2768790548947,0.0103
2013-12-19,3795.023,,3627793930666.7974,2805434128388,0.0102
2013-12-18,3834.045,,3663386100899.899,2833044806069,0.0101
2013-12-17,3834.027,,3664582246241.302,2834181262851,0.0101
2013-12-16,3857.715,,3684060309286.299,2851335982490,0.01
2013-12-13,3925.434,,3727829113644.6,2911964212109,0.0097
2013-12-12,3916.962,,3719087714271.799,2905012639875,0.0097
2013-12-11,3906.78,,3707919373516,2898622470313,0.0097
2013-12-10,3950.486,,3749325923905.3,2932517133495,0.0096
2013-12-09,3947.704,,3745693147471.701,2928984696454,0.0096
2013-12-06,3918.783,,3715461425472.701,2907926452309,0.0097
2013-12-05,3928.724,,3728251162330.599,2905323011381,0.0097
2013-12-04,3932.998,,3729814695008.7,2905827459619,0.0097
2013-12-03,3859.955,,3658634731140.1016,2849328387609,0.0098
2013-12-02,3770.865,,3573369247104.903,2782616055958,0.0101
2013-11-29,3946.383,,3745111101869.998,2910894285084,0.0097
2013-11-28,3922.666,,3713275737996.499,2890484377485,0.0098
2013-11-27,3889.755,,3681335745422.996,2865309569699,0.0099
2013-11-26,3845.676,,3638995201215.6,2833324741361,0.01
2013-11-25,3839.602,,3634532938306.698,2828980725542,0.01
2013-11-22,3842.756,,3639100815989.401,2826073830411,0.01
2013-11-21,3865.41,,3662709995480.3,2843169380894,0.0099
2013-11-20,3878.584,,3674300058224.9014,2852188612626,0.0099
2013-11-19,3840.365,,3637919883325.3,2822977137742,0.01
2013-11-18,3827.882,,3625070472967.501,2813343615889,0.01
2013-11-15,3736.452,,3536963545587.8003,2740236395759,0.0103
2013-11-14,3659.83,,3464776539968.798,2684148552392,0.0105
2013-11-13,3611.76,,3417019202161.5996,2649318566150,0.0107
2013-11-12,3680.536,,3479821716178.502,2699706096975,0.0105
2013-11-11,3645.84,,3444442561803.3,2672651715369,0.0106
2013-11-08,3629.94,,3433291143432.2017,2655580281485,0.0107
2013-11-07,3685.04,,3484255459206.101,2693601477848,0.0105
2013-11-06,3737.106,,3534133783798.8013,2731635279937,0.0104
2013-11-05,3777.404,,3572985254710.101,2762263452794,0.0102
2013-11-04,3728.188,,3524771989961.8,2726687566664,0.0104
2013-11-01,3702.445,,3496301534463.6987,2710010288386,0.0105
2013-10-31,3713.829,,3507337789019.7,2717077699414,0.0104
2013-10-30,3764.453,,3557785379861.701,2753085879387,0.0103
2013-10-29,3703.86,,3500487700478.701,2708644472402,0.0104
2013-10-28,3808.703,,3596049196642.1987,2784635674707,0.0101
2013-10-25,3821.779,,3607348168114.001,2794637876002,0.0101
2013-10-24,3898.156,,3682222918117.201,2853306023762,0.0099
2013-10-23,3924.219,,3703204648083.499,2870629404106,0.0098
2013-10-22,4026.516,,3794350979593.1016,2944412406832,0.0096
2013-10-21,4069.033,,3834996503714.299,2972633918929,0.0095
2013-10-18,3970.641,,3741598356887.801,2901003813063,0.0097
2013-10-17,3956.965,,3726871782209.5015,2885185258799,0.0098
2013-10-16,3963.212,,3732895135805.002,2885729578732,0.0098
2013-10-15,4074.083,,3840839767481.701,2969076296513,0.0095
2013-10-14,4068.32,,3836001010838.5,2955141729149,0.0095
2013-10-11,4026.916,,3797222797223.2,2926467453087,0.0096
2013-10-10,3959.63,,3733770993355.001,2873569812929,0.0098
2013-10-09,3981.058,,3757358550990.901,2889924570122,0.0097
2013-10-08,3938.068,,3716426802133,2860316391882,0.0098
2013-09-30,3872.893,,3657103914582.5,2813706876384,0.01
2013-09-27,3822.758,,3608627408852.199,2761810782671,0.0101
2013-09-26,3808.216,,3598588800444.301,2753150191683,0.0101
2013-09-25,3889.221,,3680537598923.198,2815570854286,0.0099
2013-09-24,3903.518,,3689726705656.402,2823558852384,0.0099
2013-09-23,3899.625,,3682881450393.801,2813972156338,0.0099
2013-09-18,3822.123,,3606998013664.799,2749860366707,0.0101
2013-09-17,3786.292,,3570248886280.702,2723404810918,0.0102
2013-09-16,3854.207,,3632694833071.899,2770288490491,0.01
2013-09-13,3849.82,,3623557786577.498,2753341635043,0.0101
2013-09-12,3845.068,,3617083384618.4,2748631808397,0.0101
2013-09-11,3834.258,,3603907941788.9014,2739245542400,0.0101
2013-09-10,3870.923,,3635723797217.901,2759241993703,0.01
2013-09-09,3831.927,,3597117015561.6973,2726865054129,0.0101
2013-09-06,3792.832,,3553085216861.096,2690934293175,0.0103
2013-09-05,3762.569,,3522075644535.401,2666878486757,0.0104
2013-09-04,3755.239,,3514573032013.6978,2663921153677,0.0104
2013-09-03,3744.871,,3502178224789.3003,2652708760782,0.0104
2013-09-02,3689.959,,3449944278357.4976,2613295536666,0.0106
2013-08-30,3664.148,,3424728277504.402,2590975517320,0.0106
2013-08-29,3701.083,,3458979299684.802,2611957356181,0.0105
2013-08-28,3703.92,,3461561750538.098,2613099560194,0.0105
2013-08-27,3732.098,,3484387817552.2026,2627970447646,0.0105
2013-08-26,3703.593,,3455965799616.8,2606635827933,0.0105
2013-08-23,3627.97,,3383783625174.899,2553651905930,0.0107
2013-08-22,3636.469,,3388896709790.7983,2560039680990,0.0106
2013-08-21,3627.501,,3374945919806.901,2555546241567,0.0106
2013-08-20,3599.637,,3349745748712.3003,2536860388926,0.0107
2013-08-19,3609.028,,3357836913543.099,2544088337794,0.0106
2013-08-16,3554.348,,3305866863854.5,2499856611556,0.0108
2013-08-15,3631.321,,3375276843065.001,2552233760962,0.0106
2013-08-14,3681.082,,3420872886516.699,2584885657444,0.0105
2013-08-13,3695.552,,3432989213324.201,2594561163310,0.0104
2013-08-12,3676.195,,3413891642934.798,2581868157458,0.0105
2013-08-09,3618.744,,3361022034510.5986,2540970373733,0.0106
2013-08-08,3605.85,,3349737787417.7,2530608605010,0.0107
2013-08-07,3596.318,,3339594903045.2,2520893166740,0.0107
2013-08-06,3631.124,,3370905131878.4023,2543060909436,0.0106
2013-08-05,3592.538,,3334749681486.9014,2517772346769,0.0107
2013-08-02,3533.609,,3278873169337.699,2470210841908,0.0109
2013-08-01,3521.152,,3266631973903.1997,2460962087568,0.0109
2013-07-31,3430.743,,3180664079893.998,2396537689034,0.0112
2013-07-30,3411.219,,3161119429800.0015,2382894271030,0.0113
2013-07-29,3426.593,,3172972377594.498,2390970970649,0.0113
2013-07-26,3494.159,,3236746260994.4995,2439832491632,0.0112
2013-07-25,3498.242,,3241498737538.7017,2443960886700,0.0112
2013-07-24,3566.282,,3304154867807.401,2488663214172,0.011
2013-07-23,3544.966,,3287112959066.302,2475995274198,0.0111
2013-07-22,3461.281,,3210078827184.101,2417895729554,0.0113
2013-07-19,3394.306,,3151193568292.0005,2372433083677,0.0116
2013-07-18,3481.201,,3233661167398.5024,2434727104496,0.0113
2013-07-17,3485.074,,3241061365341.6987,2439570295262,0.0113
2013-07-16,3536.313,,3286836109583.899,2473442966322,0.0112
2013-07-15,3493.441,,3247231073587.099,2439264365131,0.0111
2013-07-12,3425.135,,3185040038776.5015,2388532642176,0.0114
2013-07-11,3455.884,,3213334711300.3003,2410112457497,0.0113
2013-07-10,3361.395,,3124422145572.9014,2343665039214,0.0116
2013-07-09,3259.911,,3029615060757.899,2271825030385,0.0119
2013-07-08,3240.477,,3012793376449.002,2259892270528,0.012
2013-07-05,3371.529,,3136883293235.899,2350927190965,0.0116
2013-07-04,3390.488,,3156304911448.401,2360724523887,0.0115
2013-07-03,3364.184,,3129394312327.999,2341939623314,0.0116
2013-07-02,3359.053,,3124876750337.101,2340824208694,0.0116
2013-07-01,3304.591,,3074848252596.101,2303442020489,0.0119
2013-06-28,3235.978,,2946152038478.4995,2249197825755,0.0124
2013-06-27,3233.222,,2942073280267.701,2246601277416,0.0124
2013-06-26,3285.818,,2987815493920.6997,2281102958270,0.0122
2013-06-25,3219.134,,2927566984917.298,2236179517401,0.0125
2013-06-24,3232.962,,2937087693534.4,2246699741626,0.0124
2013-06-21,3446.483,,3127184772626.201,2393632762866,0.0117
2013-06-20,3465.004,,3141959447759.3984,2406066950919,0.0117
2013-06-19,3583.298,,3249890745086.9023,2487793683246,0.0113
2013-06-18,3605.758,,3271413486090.3984,2500360764680,0.0112
2013-06-17,3593.371,,3262497438225.601,2492658419975,0.0112
2013-06-14,3584.978,,3251703777281.7983,2484380438604,0.0113
2013-06-13,3515.05,,3187017521638.499,2435543630612,0.0116
2013-06-07,3616.21,,3280574050411.299,2492741924803,0.0113
2013-06-06,3688.736,,3344795359958.4995,2540221067134,0.0111
2013-06-05,3755.148,,3404957384013.8984,2585756466251,0.0109
2013-06-04,3739.724,,3391536570150.399,2575506618329,0.011
2013-06-03,3814.51,,3458450591681.1987,2624523998136,0.0108
2013-05-31,3841.218,,3483576266795.201,2639123381570,0.0107
2013-05-30,3865.134,,3506242905526.6997,2655463473169,0.0106
2013-05-29,3856.319,,3501024243761.0996,2650873945939,0.0106
2013-05-28,3827.782,,3476502758344.9995,2632679557307,0.0107
2013-05-27,3820.427,,3473563285692,2624757985170,0.0108
2013-05-24,3782.071,,3437683700096.902,2598120313807,0.0109
2013-05-23,3724.229,,3385604457784.098,2558245905810,0.0111
2013-05-22,3755.874,,3413476261649.4014,2578240852106,0.011
2013-05-21,3787.059,,3442376141347.4004,2599338589337,0.0109
2013-05-20,3737.748,,3398322490613.1,2565783352382,0.0111
2013-05-17,3691.399,,3356250022677.199,2529207970394,0.0112
2013-05-16,3635.755,,3303213000421.502,2490206159919,0.0114
2013-05-15,3597.106,,3266800143685.7983,2461976970974,0.0115
2013-05-14,3549.303,,3223716540430.1,2430706063156,0.0117
2013-05-13,3590.758,,3257582576838.399,2457792404485,0.0115
2013-05-10,3577.327,,3243469698616.199,2448717822374,0.0116
2013-05-09,3555.769,,3224363492775.899,2433497785096,0.0117
2013-05-08,3553.848,,3218571084418.8984,2433228836257,0.0117
2013-05-07,3521.477,,3190761451604.799,2412699753914,0.0118
2013-05-06,3514.457,,3183644689219.701,2407323394404,0.0118
2013-05-03,3448.64,,3124729030612.6016,2363468136019,0.012
2013-05-02,3383.398,,3063845383012.0005,2318465964915,0.0123
2013-04-26,3367.766,,3049781939416.9004,2309549639494,0.0124
2013-04-25,3431.401,,3113801003222.1973,2356457148939,0.0121
2013-04-24,3484.568,,3160021456576.602,2391784801177,0.0119
2013-04-23,3416.449,,3094180611184.2974,2346318622850,0.012
2013-04-22,3511.624,,3181661739738.699,2408515254878,0.0115
2013-04-19,3495.242,,3164124342858.1987,2398832960689,0.0113
2013-04-18,3423.012,,3099071105776.599,2348150180919,0.0115
2013-04-17,3412.416,,3088828545905.4004,2342448737795,0.0113
2013-04-16,3383.081,,3061106421677.001,2322128914487,0.0114
2013-04-15,3346.851,,3027919592217.299,2298213081061,0.0114
2013-04-12,3394.517,,3071376953705.9995,2329543995223,0.0112
2013-04-11,3423.217,,3098560915549.201,2349657956744,0.0111
2013-04-10,3437.267,,3110356405519.4,2357941241307,0.0111
2013-04-09,3444.371,,3118048147841.601,2361249123809,0.011
2013-04-08,3411.13,,3088318545074.903,2335480488325,0.0111
2013-04-03,3397.232,,3076178503985.999,2327103300129,0.0111
2013-04-02,3428.5,,3106672700567.101,2348722789603,0.0112
2013-04-01,3470.96,,3146330390264.701,2377291967402,0.011
2013-03-29,3447.285,,3116951585358.8003,2354611571826,0.011
2013-03-28,3448.977,,3114224963529.398,2355741820074,0.0109
2013-03-27,3552.257,,3207932345326.601,2426923331954,0.0108
2013-03-26,3543.812,,3198900253119.8003,2419975477168,0.0107
2013-03-25,3568.523,,3222496713031.6,2438219547736,0.0105
2013-03-22,3579.92,,3228312665761.1,2443313195685,0.0104
2013-03-21,3565.02,,3216374536992.5015,2433616553524,0.0104
2013-03-20,3527.772,,3182737017102.5024,2408797264177,0.0105
2013-03-19,3438.072,,3102882205217.802,2347952028982,0.0108
