日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),股息率市值加权
2023-01-06,6012.82,7077.57,12313333795529.254,10629924615233,0.0184
2023-01-05,6010.46,7074.8,12317513109871.693,10632851511858,0.0184
2023-01-04,5952.45,7006.52,12206659638851.08,10537073996951,0.0185
2023-01-03,5955.9,7010.57,12211554467174.32,10540479067563,0.0185
2022-12-30,5864.47,6902.95,12023504574372.232,10372370251346,0.0188
2022-12-29,5857.4,6894.64,12005018821222.893,10355018146629,0.0188
2022-12-28,5862.1,6899.51,12023592467484.953,10366653601843,0.0188
2022-12-27,5885.66,6927.24,12057078075693.23,10400099719989,0.0188
2022-12-26,5843.26,6877.33,11967767246080.941,10313677054886,0.0189
2022-12-23,5763.35,6783.28,11817833935424.11,10182347075533,0.0191
2022-12-22,5779.06,6801.56,11854939121841.139,10209934427650,0.0191
2022-12-21,5845.84,6880.15,11992945565397.559,10322958178673,0.0189
2022-12-20,5878.03,6918.05,12061945046812.912,10374619401318,0.0187
2022-12-19,5936.48,6986.83,12176724528682.643,10474814157688,0.0186
2022-12-16,6072.86,7147.35,12463164831938.486,10712579758788,0.0181
2022-12-15,6101.88,7181.5,12499876327709.906,10743988698761,0.0184
2022-12-14,6096.39,7175.03,12503708210434.68,10746069674281,0.0184
2022-12-13,6121.66,7204.78,12556814061645.043,10784409307383,0.0184
2022-12-12,6154.81,7243.8,12604097061891.475,10823979708963,0.0184
2022-12-09,6192.3,7287.92,12358969359020.123,10641339196014,0.019
2022-12-08,6186.28,7280.84,12351063538769.096,10637634616229,0.0191
2022-12-07,6204.01,7301.7,12375360307962.23,10660394787714,0.019
2022-12-06,6211.25,7310.22,12376584632266.354,10669583613596,0.019
2022-12-05,6215.12,7314.78,12396496367053.441,10682029675119,0.019
2022-12-02,6168.01,7259.34,12280609046323.36,10567609139447,0.0192
2022-12-01,6186.1,7280.63,12320062430629.59,10604642091902,0.0191
2022-11-30,6156.15,7245.37,12273443503134.854,10557098611513,0.0192
2022-11-29,6163.82,7254.4,12293708872313.594,10569210879663,0.0191
2022-11-28,6055.28,7126.37,12062508090931.303,10382183771880,0.0195
2022-11-25,6087.86,7164.71,12118886835873.33,10431016939546,0.0194
2022-11-24,6120.07,7202.61,12162070415306.074,10469169459050,0.0194
2022-11-23,6115.6,7197.36,12149517526838.482,10460269538627,0.0194
2022-11-22,6125.4,7208.89,12162560852326.91,10472416355981,0.0193
2022-11-21,6189.71,7284.58,12276155499461,10564506230133,0.0192
2022-11-18,6191.65,7286.86,12289742307031.57,10573279494783,0.0191
2022-11-17,6217.21,7316.47,12336037402287.84,10620074219337,0.0191
2022-11-16,6203.92,7300.84,12302569715753.238,10591391598185,0.0191
2022-11-15,6236.38,7339.04,12359739244863.87,10639394093525,0.019
2022-11-14,6129.51,7213.28,12159610056515.656,10461167112182,0.0194
2022-11-11,6138.62,7224,12160580767668.256,10470156729208,0.0194
2022-11-10,6089.7,7166.33,12064807720102.27,10379316420351,0.0195
2022-11-09,6120.83,7202.97,12123981594237.354,10430040122549,0.0194
2022-11-08,6134.26,7218.77,12145111830346.752,10445036900301,0.0194
2022-11-07,6141.41,7227.19,12172931545955.406,10460794433692,0.0193
2022-11-04,6133.46,7217.84,12157857757600.344,10446965282717,0.0193
2022-11-03,5996.72,7056.92,11880669090058.963,10211543738023,0.0198
2022-11-02,5997.8,7058.19,11886317748319.758,10214106855305,0.0198
2022-11-01,5941.15,6991.52,11765025968045.55,10118639602450,0.02
2022-10-31,5807.11,6833.78,11509762146598.34,9899794068346,0.0204
2022-10-28,5781.8,6804,11481676774108.31,9875092869252,0.0205
2022-10-27,5963,7016.84,11836391080957.164,10183974634870,0.0199
2022-10-26,5971.6,7026.95,11856196396861.598,10198559405957,0.0197
2022-10-25,5869.78,6907.14,11662448459368.436,10039658038420,0.0201
2022-10-24,5896.9,6939.05,11706773673578.688,10085819154295,0.02
2022-10-21,5956.88,7009.63,11841147738211.678,10198729541239,0.0198
2022-10-20,5948.86,7000.2,11818137823539.97,10182740903536,0.0198
2022-10-19,5972.72,7028.27,11869598369771.03,10229838083104,0.0197
2022-10-18,6035.67,7102.35,11981924355701.338,10331402375165,0.0195
2022-10-17,6015.6,7078.72,11932990478384.99,10294267236541,0.0196
2022-10-14,5973.44,7029.12,11849670160806.682,10200913752120,0.0198
2022-10-13,5830.34,6860.72,11575727235228.35,9964532783414,0.0203
2022-10-12,5820.45,6849.09,11551184995684.463,9943406854789,0.0203
2022-10-11,5684.51,6689.12,11289524624816.941,9726225841506,0.0209
2022-10-10,5635.71,6631.7,11200743519544.299,9647235502872,0.0211
2022-09-30,5714.06,6723.9,11340777159968.6,9760613449254,0.0209
2022-09-29,5771.88,6791.94,11435698979379.824,9842992475279,0.0207
2022-09-28,5769.52,6788.98,11447664349009.09,9847888205987,0.0207
2022-09-27,5920.05,6965.98,11715703440741.432,10081848987260,0.0202
2022-09-26,5806.32,6831.15,11493912646306.254,9880183637569,0.0206
2022-09-23,5889.6,6929.14,11653341015858.234,10017839230443,0.0203
2022-09-22,5965.89,7018.88,11805349713122.055,10143737155975,0.0201
2022-09-21,5978.58,7033.82,11833330890456.088,10168176318160,0.02
2022-09-20,5958.29,7009.95,11778242684426.309,10122940389967,0.0201
2022-09-19,5913.15,6956.84,11697855872358.416,10055519334864,0.0203
2022-09-16,5954.5,7005.49,11766359819613.49,10113179215301,0.0201
2022-09-15,6107.8,7185.84,12076532899257.984,10380334005065,0.0196
2022-09-14,6249.96,7353.1,12334307581274.078,10596850618400,0.0192
2022-09-13,6300.42,7412.47,12424661873177.564,10677109835940,0.0191
2022-09-09,6316.97,7431.49,12465527890856.045,10705381816712,0.019
2022-09-08,6272.58,7379.26,12376366962083.986,10624667297312,0.0192
2022-09-07,6301.56,7413.36,12421834613334.205,10661500739191,0.0191
2022-09-06,6291.57,7401.6,12406139849398.11,10650286239040,0.0191
2022-09-05,6182.65,7273.46,12195257603731.674,10469341005887,0.0194
2022-09-02,6149.43,7234.38,12111853604728.777,10400059861993,0.0196
2022-09-01,6126.77,7207.73,12060119440200.457,10365638361586,0.0197
2022-08-31,6155.75,7241.82,12113471697893.002,10411845037654,0.0196
2022-08-30,6285.93,7394.88,12354936765592.496,10616192506084,0.0191
2022-08-29,6310.4,7423.67,12442433005362.605,10663939838505,0.019
2022-08-26,6298.37,7409.52,12417890321157.87,10637701785431,0.0192
2022-08-25,6322.7,7437.85,12464840614279.45,10666545621893,0.019
2022-08-24,6284.58,7392.57,12374413790253.885,10581832645843,0.0191
2022-08-23,6466.4,7606.46,12714259505601.73,10866961497874,0.0186
2022-08-22,6472.68,7613.77,12715157071068.605,10870449050780,0.0186
2022-08-19,6391.72,7518.51,12557068810808.1,10734201114759,0.0188
2022-08-18,6468.81,7609.08,12677779862065.95,10837707728693,0.0187
2022-08-17,6493.5,7637,12728802701182.045,10858650415934,0.0186
2022-08-16,6465.19,7603.66,12671666552918.586,10808681605014,0.0187
2022-08-15,6442.81,7576.93,12617336668179.328,10768057658253,0.0187
2022-08-12,6420.85,7551.11,12581251888799.996,10735517034869,0.0188
2022-08-11,6439.36,7572.41,12605586879612.688,10747953457996,0.0188
2022-08-10,6322.06,7434.33,12380577572209.74,10558016495282,0.0191
2022-08-09,6341.48,7457.17,12418286666288.275,10594717801491,0.019
2022-08-08,6323.07,7435.52,12385862456552.922,10563192680276,0.0191
2022-08-05,6270.51,7373.01,12285571348167.564,10438247870166,0.0193
2022-08-04,6158.73,7241.01,12081467689721.621,10269146563840,0.0196
2022-08-03,6124.31,7200.22,12016264678966.984,10215250769752,0.0197
2022-08-02,6170,7253.67,12116643519595.635,10295960690521,0.0195
2022-08-01,6347.22,7461.22,12462420164806.766,10580727318437,0.019
2022-07-29,6294.11,7397.93,12372782016750.312,10484310350833,0.0191
2022-07-28,6348.17,7461.24,12477162313496.047,10579226960256,0.0189
2022-07-27,6332.23,7438.42,12444375910058.63,10550602479024,0.0189
2022-07-26,6307.96,7409.57,12403025974624.555,10517552921096,0.019
2022-07-25,6231.24,7319.46,12258972057033.965,10395794948405,0.0192
2022-07-22,6289.53,7387.61,12368206031812.656,10485017575837,0.0191
2022-07-21,6347.6,7455.19,12478187685462.605,10543284924459,0.0189
2022-07-20,6410.71,7527.19,12593474256700.438,10643923343427,0.0187
2022-07-19,6335.71,7438.23,12447632520712.715,10524418392824,0.0189
2022-07-18,6312.36,7409.66,12411906974089.438,10489944918771,0.019
2022-07-15,6196.8,7272.87,12187491144484.87,10263931073270,0.0193
2022-07-14,6302.43,7391.91,12394530776719.898,10435504849844,0.019
2022-07-13,6268.49,7351.47,12349058786815.678,10400303750961,0.0191
2022-07-12,6241.48,7315.98,12293454339896.062,10352918171248,0.0192
2022-07-11,6319.14,7406.62,12426491136168.62,10455990691604,0.019
2022-07-08,6404.44,7505.7,12564701719312.05,10580446753615,0.0188
2022-07-07,6452.99,7559.51,12657413039899.06,10651839331972,0.0186
2022-07-06,6418.55,7515.42,12605671584587.73,10595128926113,0.0187
2022-07-05,6511.53,7622,12788687678337.012,10757841032468,0.0184
2022-07-04,6523.13,7635.06,12808230988427.248,10772501227641,0.0184
2022-07-01,6438.54,7535.86,12638786773128.195,10627065406177,0.0187
2022-06-30,6454.08,7554,12669524712440.008,10646854450940,0.0186
2022-06-29,6374.3,7459.3,12524952815183.33,10521650202251,0.0188
2022-06-28,6501.35,7601.8,12756262037708.496,10706225100410,0.0185
2022-06-27,6407.74,7491.28,12588856385851.879,10551901115288,0.0187
2022-06-24,6368.28,7442.49,12514123210886.86,10467831418783,0.0188
2022-06-23,6300.47,7361,12390106750549.428,10365228037146,0.0189
2022-06-22,6179.57,7216.53,12171803190594.727,10181613358508,0.0193
2022-06-21,6277,7329.97,12354501273903.422,10326391647817,0.0191
2022-06-20,6330.39,7389.09,12454482669550.35,10407389206178,0.0189
2022-06-17,6316.31,7370.48,12424704663480.035,10379294808425,0.019
2022-06-16,6264.82,7308.27,12339856575220.479,10304942787544,0.0191
2022-06-15,6261.06,7301.87,12353583642976.94,10316915586161,0.0191
2022-06-14,6275.57,7314.62,12379287306350.203,10340698576327,0.0195
2022-06-13,6233.62,7264.14,12286493771295.291,10263676099436,0.0196
2022-06-10,6240.1,7270.63,12156817080745.65,10209547873415,0.0204
2022-06-09,6130.69,7139.01,11955069125271.021,10037798040386,0.0207
2022-06-08,6217.83,7238.27,12112498743509.15,10153655074281,0.0205
2022-06-07,6186.57,7198.19,12048924528877.484,10096982792991,0.0206
2022-06-06,6187.44,7197.95,12035086647166.291,10083445724437,0.0206
2022-06-02,6078.43,7070.98,11837935693853.973,9921020708168,0.0211
2022-06-01,6023.64,7001.07,11751491892254.676,9848061514435,0.0212
2022-05-31,6026.24,7003.02,11752338919032.135,9853655238430,0.0215
2022-05-30,5942.83,6904.58,11596086054417.373,9730019316267,0.0218
2022-05-27,5899.92,6852.39,11514370011551.086,9659532211834,0.022
2022-05-26,5911.56,6861.12,11536670904621.148,9676162413456,0.022
2022-05-25,5844.25,6782.32,11400497201328.707,9558441603285,0.0222
2022-05-24,5745.68,6666.06,11205319386143.482,9390923011373,0.0226
2022-05-23,5965.73,6920.66,11608237426079.107,9724912282846,0.0218
2022-05-20,5929.49,6877.45,11540915342837.006,9668165055125,0.0219
2022-05-19,5838.41,6769.55,11357013343811.576,9515183098839,0.0223
2022-05-18,5797.49,6719.91,11275578197781.05,9448974862225,0.0225
2022-05-17,5816.34,6740.85,11316683467939.621,9483952377023,0.0226
2022-05-16,5791.08,6710.36,11279233081758.549,9453230969995,0.0227
2022-05-13,5796.8,6716.55,11286147353969.795,9443431483283,0.0228
2022-05-12,5743.1,6652.07,11176553046593.248,9351504930115,0.0232
2022-05-11,5737.82,6645.31,11171746475441.469,9341079878949,0.0232
2022-05-10,5690.09,6588.87,11077837823902.406,9267656684288,0.0235
2022-05-09,5608.52,6492.92,10921232187293.254,9140691597021,0.0238
2022-05-06,5563.77,6439.77,10841444965603.584,9065866539564,0.024
2022-05-05,5686.7,6582.01,11084922858377.438,9270772114698,0.0235
2022-04-29,5627.9,6513.93,10962469841817.266,9168204732402,0.0232
2022-04-28,5418.76,6270.16,10575313852804.457,8839329766731,0.0236
2022-04-27,5437.04,6290.99,10597927045719.799,8851864132575,0.0233
2022-04-26,5234.01,6055.86,10211865793045.537,8537426768302,0.0242
2022-04-25,5369.72,6212.51,10480726090320.941,8759941476350,0.0236
2022-04-22,5740.98,6642.05,11177241586614.43,9344315959439,0.0218
2022-04-21,5759.8,6663.54,11191318723819.82,9350601417876,0.0217
2022-04-20,5956.92,6891.32,11561542869000.43,9664592461991,0.021
2022-04-19,6092.4,7047.81,11820181875834.64,9877937640169,0.0204
2022-04-18,6074.01,7026.54,11768278494712.19,9833735294024,0.0204
2022-04-15,6070.75,7022.55,11794217202406.027,9841495943641,0.0203
2022-04-14,6126.49,7087.03,11901479368388.898,9917931554652,0.0198
2022-04-13,6044.33,6991.89,11739219035647.87,9775770847576,0.02
2022-04-12,6126.91,7086.7,11882769816508.826,9895853589950,0.0198
2022-04-11,6029.89,6974.49,11702621807440.86,9741273942237,0.02
2022-04-08,6224.12,7199.14,12068410625804.846,10041948394625,0.0193
2022-04-07,6221.59,7196.21,12044575441837.975,10027019472895,0.0193
2022-04-06,6356.93,7352.75,12295192733403.107,10236946988987,0.0189
2022-04-01,6364.52,7361.53,12300058035049.18,10228459787799,0.0188
2022-03-31,6324.96,7315.78,12214297945301.184,10161196678988,0.0189
2022-03-30,6377.87,7376.98,12299249429422.227,10227032960711,0.0178
2022-03-29,6253.07,7232.62,12064373782907.201,10033564864436,0.018
2022-03-28,6283.28,7267.57,12127314376416.521,10078982425500,0.0175
2022-03-25,6268.24,7250.17,12083835953818.7,10036941804206,0.0175
2022-03-24,6344.12,7337.93,12227943471280.086,10154668114776,0.0173
2022-03-23,6398.1,7400.37,12317646304528.95,10229155974524,0.017
2022-03-22,6358.11,7354.12,12253435065931.742,10171704974392,0.017
2022-03-21,6358.94,7355.08,12249194434934.7,10163938606331,0.0167
2022-03-18,6332.22,7324.17,12208780441796.9,10094999643191,0.0166
2022-03-17,6267.52,7249.34,12070859513441.01,9977383773014,0.0168
2022-03-16,6156.27,7120.66,11866381411667.762,9808120885335,0.017
2022-03-15,5964.98,6899.41,11497368485090.27,9499415613638,0.0175
2022-03-14,6323.58,7314.18,12189221133687.643,10085290270191,0.0165
2022-03-11,6474.13,7488.31,12481009791550.738,10323843021671,0.0161
2022-03-10,6414.94,7419.85,12379415883341.197,10231509494676,0.0162
2022-03-09,6305.61,7293.39,12181042456933.215,10058239270336,0.0165
2022-03-08,6429.89,7437.14,12415415457165.605,10258240012338,0.0162
2022-03-07,6659.39,7702.6,12865201473080.92,10624253003001,0.0156
2022-03-04,6803.83,7869.67,13136766213446.717,10832878474555,0.0153
2022-03-03,6859.55,7934.11,13236943312048.664,10920089470038,0.0151
2022-03-02,6875.24,7952.26,13236041298697.451,10918890389425,0.0151
2022-03-01,6874.04,7950.88,13217871044282.344,10904896146631,0.0152
2022-02-28,6853.31,7926.89,13181211668756.219,10859966895954,0.0152
2022-02-25,6819.43,7887.71,13111323621439.77,10805917917601,0.0153
2022-02-24,6764.88,7824.61,13004695631156.09,10724754318983,0.0154
2022-02-23,6887.42,7966.35,13225726700609.627,10912830685137,0.0152
2022-02-22,6784.76,7847.61,13046839753519.467,10760570968175,0.0154
2022-02-21,6867.11,7942.86,13194538452266.232,10882207209152,0.0152
2022-02-18,6835.02,7905.74,13143648926182.59,10810769481218,0.0152
2022-02-17,6768.79,7829.13,13007643638152.979,10694901088378,0.0154
2022-02-16,6772.03,7832.88,13019558983314.861,10708543614604,0.0154
2022-02-15,6760.28,7819.29,12988031397905.426,10681876851105,0.0154
2022-02-14,6695.7,7744.59,12885393545167.611,10607706364500,0.0155
2022-02-11,6745.02,7801.64,12995298675156.46,10695830246022,0.0154
2022-02-10,6840.49,7912.06,13162766117763.469,10838706502344,0.0152
2022-02-09,6843.03,7915,13151480011952.879,10823580662080,0.0152
2022-02-08,6742.19,7798.37,12969704868246.957,10664703766374,0.0154
2022-02-07,6676.61,7722.52,12835401160612.174,10547565540272,0.0156
2022-01-28,6580.53,7611.38,12615407736301.102,10372022437307,0.0158
2022-01-27,6605.92,7640.74,12674109591287.457,10410877415724,0.0158
2022-01-26,6782.58,7845.08,12995724654175.285,10676167374686,0.0154
2022-01-25,6743.96,7800.41,12913359349447.984,10613701986127,0.0155
2022-01-24,6979.25,8072.56,13356519406760.307,10972167001597,0.0149
2022-01-21,6976.62,8069.51,13353622818717.658,10959354144592,0.0149
2022-01-20,7056.79,8162.24,13503250789481.613,11063592184710,0.0148
2022-01-19,7118.76,8233.93,13589483707281.021,11140434648645,0.0148
2022-01-18,7163.16,8285.28,13657848508688.26,11191913332764,0.0147
2022-01-17,7157.86,8279.15,13621602273933.754,11142188370695,0.0147
2022-01-14,7081.14,8190.41,13498959509055.787,11027774086656,0.0149
2022-01-13,7097.76,8209.64,13556492864743.154,11074162452171,0.0148
2022-01-12,7196.93,8324.34,13742223787997.01,11227836240496,0.0146
2022-01-11,7135.22,8252.97,13643504782356.773,11140557398373,0.0147
2022-01-10,7191.45,8318,13738879707294.94,11214506421560,0.0146
2022-01-07,7175.68,8299.76,13709974423403.322,11185484704615,0.0147
2022-01-06,7229.96,8362.55,13801358023731.906,11254281502603,0.0146
2022-01-05,7222.67,8354.12,13769896044928.064,11237977823286,0.0146
2022-01-04,7354.46,8506.54,14014271442626.701,11436985923971,0.0143
2021-12-31,7359.4,8512.27,14028184783534.707,11437828872175,0.0143
2021-12-30,7310.96,8456.23,13914286065697.006,11346018254904,0.0144
2021-12-29,7247.77,8383.15,13805612517541.215,11254444215537,0.0145
2021-12-28,7286.03,8427.4,13882604040679.365,11314263417570,0.0145
2021-12-27,7272.75,8412,13872995945034.066,11309600800495,0.0145
2021-12-24,7278.76,8418.95,13878267484135.715,11302356854735,0.0145
2021-12-23,7337.19,8486.54,13983603462328.762,11382028154403,0.0144
2021-12-22,7302.46,8446.37,13910613794862.094,11323652243357,0.0144
2021-12-21,7275.47,8414.81,13864249148888.248,11272394949428,0.0145
2021-12-20,7195.97,8322.87,13713361318301.133,11140191533728,0.0146
2021-12-17,7314.56,8460.02,13935214891086.834,11310858802337,0.0144
2021-12-16,7381,8536.87,14044587388217.06,11399404874190,0.0143
2021-12-15,7314.26,8459.68,13883009286216.246,11286891155440,0.0145
2021-12-14,7324.13,8471.1,13882667612222.146,11291293858288,0.0145
2021-12-13,7353.03,8504.52,13944230462380.086,11339561939268,0.0144
2021-12-10,7306.65,8450.87,13541402295992.879,11313306267693,0.0139
2021-12-09,7320.32,8466.68,13564960124250.19,11330058305321,0.0139
2021-12-08,7302.99,8446.64,13525609154724.586,11292525841286,0.0139
2021-12-07,7206.83,8335.25,13368078835412.006,11149725382968,0.0141
2021-12-06,7240.46,8374.15,13410553881920.469,11188262504339,0.0141
2021-12-03,7301.92,8445.23,13525447549657.773,11276858834926,0.0139
2021-12-02,7229.99,8362.04,13372830124408.14,11161682783570,0.0141
2021-12-01,7272.84,8411.6,13427740259068.246,11213143635040,0.014
2021-11-30,7252.76,8388.37,13391387233123.666,11183328443205,0.0141
2021-11-29,7221.9,8352.68,13353569868306.795,11147335198428,0.0141
2021-11-26,7219.86,8350.33,13331977688510.066,11144292530807,0.0141
2021-11-25,7233.54,8365.58,13368089444756.979,11164268939175,0.0141
2021-11-24,7256.11,8389.8,13413924403980.77,11204990746511,0.0141
2021-11-23,7261.38,8395.89,13408796916582.408,11200999297523,0.0141
2021-11-22,7255.07,8386.55,13390763426850.25,11183467031894,0.0142
2021-11-19,7169.88,8288.07,13238155859892.61,11043681646820,0.0144
2021-11-18,7084.68,8189.59,13081609075849.982,10911461059834,0.0145
2021-11-17,7104.53,8212.53,13112466147278.854,10934421610554,0.0145
2021-11-16,7045.94,8144.8,13006849025905.89,10850927550558,0.0146
2021-11-15,7098.21,8205.23,13097804412908.682,10930252012283,0.0145
2021-11-12,7156.61,8272.73,13204648627770.777,11019700064757,0.0144
2021-11-11,7119.86,8230.25,13136540274433.053,10969007602720,0.0145
2021-11-10,7062.33,8163.75,13018982425399.38,10872935644154,0.0146
2021-11-09,7081.75,8186.2,13056995645943.834,10906681581866,0.0146
2021-11-08,7026.97,8122.87,12956143463523.443,10834455788584,0.0147
2021-11-05,6991.91,8082.34,12902859287840.21,10780371611522,0.0147
2021-11-04,7073.85,8177.07,13088675528210.46,10928089701206,0.0145
2021-11-03,7017.85,8112.33,12992895214469.49,10849013868546,0.0146
2021-11-02,6985.1,8074.47,12918334744689.453,10792513139061,0.0147
2021-11-01,7060.76,8161.93,12954531845585.268,10903984621578,0.0146
2021-10-29,7022.5,8117.7,12885875971130.363,10842873952805,0.0144
2021-10-28,6950.28,8034.22,12778651182971.531,10746879248971,0.0145
2021-10-27,7048.6,8147.88,12953154557136.766,10901755682984,0.0142
2021-10-26,7102.43,8210.08,13065395575538.436,10989046796712,0.014
2021-10-25,7103.99,8211.88,13080901479957.85,10999833413786,0.0141
2021-10-22,7026.07,8121.81,12937758814386.582,10885988999918,0.0142
2021-10-21,7098.25,8205.25,13080851569896.572,11008118308638,0.0141
2021-10-20,7118.8,8229,13109509048065.06,11026745873724,0.014
2021-10-19,7120.38,8230.83,13118458214334.242,11017760971273,0.014
2021-10-18,7068.1,8170.4,13016186730089.252,10927282246498,0.0141
2021-10-15,7024.16,8119.4,12918485347528.277,10860166123124,0.0142
2021-10-14,7008.33,8101.1,12878867275445.504,10830597947558,0.0143
2021-10-13,6981.59,8070.2,12838776274002.13,10791983809304,0.0143
2021-10-12,6952.19,8036.21,12823827040379.416,10767541298281,0.0143
2021-10-11,7090.47,8196.05,13067858277018.105,10981322696356,0.0141
2021-10-08,7091.34,8197.05,13098252427311.68,10986529258030,0.014
2021-09-30,7103.61,8211.23,13148760999002.96,11005216481363,0.014
2021-09-29,7010.22,8103.28,12973692975211.445,10860980552905,0.0142
2021-09-28,7198.9,8321.19,13356772266886.803,11188300005578,0.0138
2021-09-27,7170.59,8288.02,13234514568093.086,11168415853279,0.014
2021-09-24,7380.38,8529.79,13607346849800.67,11491326425773,0.0136
2021-09-23,7502.84,8671.32,13828301851162.957,11681904473035,0.0134
2021-09-22,7453.62,8614.44,13767705185224.146,11618611005598,0.0134
2021-09-17,7395.56,8547.33,13631904779052.953,11489200145075,0.0136
2021-09-16,7446.94,8606.7,13727825670218.219,11582422796601,0.0135
2021-09-15,7592.31,8774.72,13970063462215.617,11793472758019,0.0132
2021-09-14,7556.62,8733.47,13902116553407.457,11739691693906,0.0133
2021-09-13,7648.75,8839.95,14071466041028.71,11885556273159,0.0132
2021-09-10,7607.67,8792.48,13939614868628.738,11744366893426,0.0133
2021-09-09,7617.45,8803.78,13968015871069.453,11769772466736,0.0132
2021-09-08,7544.04,8718.93,13804969090069.135,11629971888838,0.0134
2021-09-07,7498.93,8666.79,13711992920457.715,11561132177689,0.0135
2021-09-06,7355.4,8500.92,13445545909411.611,11332481802924,0.0138
2021-09-03,7278.68,8412.25,13294546706972.715,11219784881948,0.0139
2021-09-02,7307.01,8444.99,13334922392508.15,11261048091128,0.0139
2021-09-01,7193.1,8313.34,13122357441139.219,11081715511362,0.0141
2021-08-31,7255.34,8385.27,13206069557495.262,11144177769848,0.014
2021-08-30,7226.88,8352.38,13145810144856.846,11070681764431,0.014
2021-08-27,7180.11,8298.32,13066564200737.87,11007525507691,0.0141
2021-08-26,7118.84,8227.23,12957488124589.8,10914202384180,0.0142
2021-08-25,7153,8266.38,12980052049447.99,10926166604230,0.0141
2021-08-24,7090.78,8194.47,12850256480550.238,10819037236895,0.0142
2021-08-23,7024.56,8117.72,12726046284023.291,10708506929674,0.0144
2021-08-20,6920.02,7996.68,12516707469190.61,10530466887366,0.0146
2021-08-19,6947.06,8027.91,12552848506530.984,10554200165025,0.0145
2021-08-18,6941.01,8020.69,12553277852232.715,10552808343649,0.0145
2021-08-17,6894.4,7966.84,12460337802598.22,10471543998352,0.0146
2021-08-16,7052.49,8149.43,12744729342080.48,10708596732753,0.0143
2021-08-13,7088.89,8191.49,12770803999445,10736997059489,0.0142
2021-08-12,7095.2,8198.11,12776680147647.982,10737083527141,0.0142
2021-08-11,7073.52,8172.63,12741086099690.48,10708761572688,0.0143
2021-08-10,7019.23,8109.9,12631776496549.691,10609744904097,0.0144
2021-08-09,6979.53,8063.72,12554030011888.205,10548915475429,0.0145
2021-08-06,6938.87,8016.75,12446797828276.121,10463716947767,0.0146
2021-08-05,6911.83,7985.33,12410423318586.629,10424289776768,0.0147
2021-08-04,6931.34,8007.76,12460390055557.408,10450203280877,0.0147
2021-08-03,6816.01,7874.22,12271800172290.635,10282799725262,0.0149
2021-08-02,6872,7938.9,12359061645835.85,10351739209913,0.0148
2021-07-30,6767.32,7817.59,12214048579256.135,10209328553500,0.0149
2021-07-29,6758.89,7807.09,12183699332773.246,10192403197044,0.015
2021-07-28,6621.98,7648.42,11952426098761.996,9996813711655,0.0153
2021-07-27,6719.26,7760.08,12124187211727.307,10140343996349,0.0151
2021-07-26,6868.21,7932.02,12367080373048.736,10349636466662,0.0148
2021-07-23,6985.75,8067.77,12581569288227.03,10519788806467,0.0145
2021-07-22,7026.55,8111.07,12664133852451.547,10587541439902,0.0144
2021-07-21,6984.54,8062.33,12584018994956.914,10517018652661,0.0145
2021-07-20,6901.13,7965.83,12446265199172.96,10403294074801,0.0147
2021-07-19,6889.34,7951.06,12431248233874.1,10397013751786,0.0147
2021-07-16,6925.12,7991.53,12486836476729.559,10450937505220,0.0146
2021-07-15,6932.41,7995.78,12511230950084.182,10466916983383,0.0146
2021-07-14,6898.75,7955.89,12452258011275.453,10406162555653,0.0147
2021-07-13,6961.85,8025.92,12558146657444.557,10497972299634,0.0145
2021-07-12,6904.38,7958.23,12443948510816.502,10393095383386,0.0147
2021-07-09,6804.54,7842.35,12281758032334.16,10260402503972,0.0149
2021-07-08,6748.65,7775.66,12194272556605.549,10181749232141,0.015
2021-07-07,6764.13,7790.08,12245150533727.803,10223623601706,0.0149
2021-07-06,6709.5,7722.82,12155135268119.543,10150896000252,0.015
2021-07-05,6711.01,7723.13,12168635513775.45,10153437994465,0.015
2021-07-02,6658.05,7658.97,12089308520894.1,10088133357448,0.0151
2021-07-01,6716.67,7726.12,12197090017760.592,10178671228421,0.015
2021-06-30,6808.18,7831.13,12348748764208.246,10287920793093,0.0148
2021-06-29,6765.42,7780.52,12267844823027.453,10216578232598,0.0149
2021-06-28,6828.52,7852.5,12375640736400.299,10298749749339,0.0148
2021-06-25,6813.41,7833.17,12366167998806.78,10269262373506,0.0148
2021-06-24,6754.87,7762.49,12247775581630.416,10177726100154,0.0149
2021-06-23,6789.95,7801.44,12319437393242.785,10223434648002,0.0148
2021-06-22,6739.79,7741.89,12231805167870.059,10149187860904,0.0149
2021-06-21,6707.18,7701.99,12168465438557.861,10094132473140,0.015
2021-06-18,6657.76,7644.49,12069674028965.887,10010535952427,0.0151
2021-06-17,6616.17,7589.41,11997021826326.932,9957626331889,0.0152
2021-06-16,6566.29,7528.09,11905396982847.896,9884255335839,0.0153
2021-06-15,6663.66,7639.38,12073154079926.4,10022160934830,0.0152
2021-06-11,6725.92,7710.38,12139802694425.857,10203347009770,0.0132
2021-06-10,6765.64,7754.21,12191270317901.45,10250213766382,0.0132
2021-06-09,6692.9,7669.43,12070364964996.719,10155470797110,0.0133
2021-06-08,6684.56,7658.11,12046125800990.26,10133604624173,0.0133
2021-06-07,6721.5,7698.73,12121389614166.666,10192112384105,0.0133
2021-06-04,6693.06,7665.88,12069115187035.707,10144411249735,0.0134
